512 

2	10	10	3.833
2	7	10	4.833
2	8	8	4.833
2	8	9	4.833
2	8	10	4.833
2	8	11	4.833
2	8	12	4.833
2	9	8	4.833
2	9	9	4.833
2	9	10	4.833
2	9	11	4.833
2	9	12	4.833
2	10	7	4.833
2	10	8	4.833
2	10	9	4.833
2	10	10	4.833
2	10	11	4.833
2	10	12	4.833
2	10	13	4.833
2	11	8	4.833
2	11	9	4.833
2	11	10	4.833
2	11	11	4.833
2	11	12	4.833
2	12	8	4.833
2	12	9	4.833
2	12	10	4.833
2	12	11	4.833
2	12	12	4.833
2	13	10	4.833
2	6	10	5.833
2	7	8	5.833
2	7	9	5.833
2	7	10	5.833
2	7	11	5.833
2	7	12	5.833
2	8	7	5.833
2	8	8	5.833
3	8	9	5.833
3	8	10	5.833
3	8	11	5.833
2	8	12	5.833
2	8	13	5.833
2	9	7	5.833
3	9	8	5.833
3	9	9	5.833
3	9	10	5.833
3	9	11	5.833
3	9	12	5.833
2	9	13	5.833
2	10	6	5.833
2	10	7	5.833
3	10	8	5.833
3	10	9	5.833
3	10	10	5.833
3	10	11	5.833
3	10	12	5.833
2	10	13	5.833
2	10	14	5.833
2	11	7	5.833
3	11	8	5.833
3	11	9	5.833
3	11	10	5.833
3	11	11	5.833
3	11	12	5.833
2	11	13	5.833
2	12	7	5.833
2	12	8	5.833
3	12	9	5.833
3	12	10	5.833
3	12	11	5.833
2	12	12	5.833
2	12	13	5.833
2	13	8	5.833
2	13	9	5.833
2	13	10	5.833
2	13	11	5.833
2	13	12	5.833
2	14	10	5.833
2	6	8	6.833
2	6	9	6.833
2	6	10	6.833
2	6	11	6.833
2	6	12	6.833
2	7	7	6.833
2	7	8	6.833
3	7	9	6.833
3	7	10	6.833
3	7	11	6.833
2	7	12	6.833
2	7	13	6.833
2	8	6	6.833
2	8	7	6.833
3	8	8	6.833
3	8	9	6.833
3	8	10	6.833
3	8	11	6.833
3	8	12	6.833
2	8	13	6.833
2	8	14	6.833
2	9	6	6.833
3	9	7	6.833
3	9	8	6.833
3	9	9	6.833
3	9	10	6.833
3	9	11	6.833
3	9	12	6.833
3	9	13	6.833
2	9	14	6.833
2	10	6	6.833
3	10	7	6.833
3	10	8	6.833
3	10	9	6.833
3	10	10	6.833
3	10	11	6.833
3	10	12	6.833
3	10	13	6.833
2	10	14	6.833
2	11	6	6.833
3	11	7	6.833
3	11	8	6.833
3	11	9	6.833
3	11	10	6.833
3	11	11	6.833
3	11	12	6.833
3	11	13	6.833
2	11	14	6.833
2	12	6	6.833
2	12	7	6.833
3	12	8	6.833
3	12	9	6.833
3	12	10	6.833
3	12	11	6.833
3	12	12	6.833
2	12	13	6.833
2	12	14	6.833
2	13	7	6.833
2	13	8	6.833
3	13	9	6.833
3	13	10	6.833
3	13	11	6.833
2	13	12	6.833
2	13	13	6.833
2	14	8	6.833
2	14	9	6.833
2	14	10	6.833
2	14	11	6.833
2	14	12	6.833
2	6	8	7.833
2	6	9	7.833
2	6	10	7.833
2	6	11	7.833
2	6	12	7.833
2	7	7	7.833
3	7	8	7.833
3	7	9	7.833
3	7	10	7.833
3	7	11	7.833
3	7	12	7.833
2	7	13	7.833
2	8	6	7.833
3	8	7	7.833
3	8	8	7.833
3	8	9	7.833
3	8	10	7.833
3	8	11	7.833
3	8	12	7.833
3	8	13	7.833
2	8	14	7.833
2	9	6	7.833
3	9	7	7.833
3	9	8	7.833
3	9	9	7.833
3	9	10	7.833
3	9	11	7.833
3	9	12	7.833
3	9	13	7.833
2	9	14	7.833
2	10	6	7.833
3	10	7	7.833
3	10	8	7.833
3	10	9	7.833
3	10	10	7.833
3	10	11	7.833
3	10	12	7.833
3	10	13	7.833
2	10	14	7.833
2	11	6	7.833
3	11	7	7.833
3	11	8	7.833
3	11	9	7.833
3	11	10	7.833
3	11	11	7.833
3	11	12	7.833
3	11	13	7.833
2	11	14	7.833
2	12	6	7.833
3	12	7	7.833
3	12	8	7.833
3	12	9	7.833
3	12	10	7.833
3	12	11	7.833
3	12	12	7.833
3	12	13	7.833
2	12	14	7.833
2	13	7	7.833
3	13	8	7.833
3	13	9	7.833
3	13	10	7.833
3	13	11	7.833
3	13	12	7.833
2	13	13	7.833
2	14	8	7.833
2	14	9	7.833
2	14	10	7.833
2	14	11	7.833
2	14	12	7.833
2	5	10	8.833
2	6	7	8.833
2	6	8	8.833
2	6	9	8.833
2	6	10	8.833
2	6	11	8.833
2	6	12	8.833
2	6	13	8.833
2	7	6	8.833
2	7	7	8.833
3	7	8	8.833
3	7	9	8.833
3	7	10	8.833
3	7	11	8.833
3	7	12	8.833
2	7	13	8.833
2	7	14	8.833
2	8	6	8.833
3	8	7	8.833
3	8	8	8.833
3	8	9	8.833
3	8	10	8.833
3	8	11	8.833
3	8	12	8.833
3	8	13	8.833
2	8	14	8.833
2	9	6	8.833
3	9	7	8.833
3	9	8	8.833
3	9	9	8.833
3	9	10	8.833
3	9	11	8.833
3	9	12	8.833
3	9	13	8.833
2	9	14	8.833
2	10	5	8.833
2	10	6	8.833
3	10	7	8.833
3	10	8	8.833
3	10	9	8.833
3	10	10	8.833
3	10	11	8.833
3	10	12	8.833
3	10	13	8.833
2	10	14	8.833
2	10	15	8.833
2	11	6	8.833
3	11	7	8.833
3	11	8	8.833
3	11	9	8.833
3	11	10	8.833
3	11	11	8.833
3	11	12	8.833
3	11	13	8.833
2	11	14	8.833
2	12	6	8.833
3	12	7	8.833
3	12	8	8.833
3	12	9	8.833
3	12	10	8.833
3	12	11	8.833
3	12	12	8.833
3	12	13	8.833
2	12	14	8.833
2	13	6	8.833
2	13	7	8.833
3	13	8	8.833
3	13	9	8.833
3	13	10	8.833
3	13	11	8.833
3	13	12	8.833
2	13	13	8.833
2	13	14	8.833
2	14	7	8.833
2	14	8	8.833
2	14	9	8.833
2	14	10	8.833
2	14	11	8.833
2	14	12	8.833
2	14	13	8.833
2	15	10	8.833
2	6	8	9.833
2	6	9	9.833
2	6	10	9.833
2	6	11	9.833
2	6	12	9.833
2	7	7	9.833
3	7	8	9.833
3	7	9	9.833
3	7	10	9.833
3	7	11	9.833
3	7	12	9.833
2	7	13	9.833
2	8	6	9.833
3	8	7	9.833
3	8	8	9.833
3	8	9	9.833
3	8	10	9.833
3	8	11	9.833
3	8	12	9.833
3	8	13	9.833
2	8	14	9.833
2	9	6	9.833
3	9	7	9.833
3	9	8	9.833
3	9	9	9.833
3	9	10	9.833
3	9	11	9.833
3	9	12	9.833
3	9	13	9.833
2	9	14	9.833
2	10	6	9.833
3	10	7	9.833
3	10	8	9.833
3	10	9	9.833
3	10	10	9.833
3	10	11	9.833
3	10	12	9.833
3	10	13	9.833
2	10	14	9.833
2	11	6	9.833
3	11	7	9.833
3	11	8	9.833
3	11	9	9.833
3	11	10	9.833
3	11	11	9.833
3	11	12	9.833
3	11	13	9.833
2	11	14	9.833
2	12	6	9.833
3	12	7	9.833
3	12	8	9.833
3	12	9	9.833
3	12	10	9.833
3	12	11	9.833
3	12	12	9.833
3	12	13	9.833
2	12	14	9.833
2	13	7	9.833
3	13	8	9.833
3	13	9	9.833
3	13	10	9.833
3	13	11	9.833
3	13	12	9.833
2	13	13	9.833
2	14	8	9.833
2	14	9	9.833
2	14	10	9.833
2	14	11	9.833
2	14	12	9.833
2	6	8	10.833
2	6	9	10.833
2	6	10	10.833
2	6	11	10.833
2	6	12	10.833
2	7	7	10.833
2	7	8	10.833
3	7	9	10.833
3	7	10	10.833
3	7	11	10.833
2	7	12	10.833
2	7	13	10.833
2	8	6	10.833
2	8	7	10.833
3	8	8	10.833
3	8	9	10.833
3	8	10	10.833
3	8	11	10.833
3	8	12	10.833
2	8	13	10.833
2	8	14	10.833
2	9	6	10.833
3	9	7	10.833
3	9	8	10.833
3	9	9	10.833
3	9	10	10.833
3	9	11	10.833
3	9	12	10.833
3	9	13	10.833
2	9	14	10.833
2	10	6	10.833
3	10	7	10.833
3	10	8	10.833
3	10	9	10.833
3	10	10	10.833
3	10	11	10.833
3	10	12	10.833
3	10	13	10.833
2	10	14	10.833
2	11	6	10.833
3	11	7	10.833
3	11	8	10.833
3	11	9	10.833
3	11	10	10.833
3	11	11	10.833
3	11	12	10.833
3	11	13	10.833
2	11	14	10.833
2	12	6	10.833
2	12	7	10.833
3	12	8	10.833
3	12	9	10.833
3	12	10	10.833
3	12	11	10.833
3	12	12	10.833
2	12	13	10.833
2	12	14	10.833
2	13	7	10.833
2	13	8	10.833
3	13	9	10.833
3	13	10	10.833
3	13	11	10.833
2	13	12	10.833
2	13	13	10.833
2	14	8	10.833
2	14	9	10.833
2	14	10	10.833
2	14	11	10.833
2	14	12	10.833
2	6	10	11.833
2	7	8	11.833
2	7	9	11.833
2	7	10	11.833
2	7	11	11.833
2	7	12	11.833
2	8	7	11.833
2	8	8	11.833
3	8	9	11.833
3	8	10	11.833
3	8	11	11.833
2	8	12	11.833
2	8	13	11.833
2	9	7	11.833
3	9	8	11.833
3	9	9	11.833
3	9	10	11.833
3	9	11	11.833
3	9	12	11.833
2	9	13	11.833
2	10	6	11.833
2	10	7	11.833
3	10	8	11.833
3	10	9	11.833
3	10	10	11.833
3	10	11	11.833
3	10	12	11.833
2	10	13	11.833
2	10	14	11.833
2	11	7	11.833
3	11	8	11.833
3	11	9	11.833
3	11	10	11.833
3	11	11	11.833
3	11	12	11.833
2	11	13	11.833
2	12	7	11.833
2	12	8	11.833
3	12	9	11.833
3	12	10	11.833
3	12	11	11.833
2	12	12	11.833
2	12	13	11.833
2	13	8	11.833
2	13	9	11.833
2	13	10	11.833
2	13	11	11.833
2	13	12	11.833
2	14	10	11.833
2	7	10	12.833
2	8	8	12.833
2	8	9	12.833
2	8	10	12.833
2	8	11	12.833
2	8	12	12.833
2	9	8	12.833
2	9	9	12.833
2	9	10	12.833
2	9	11	12.833
2	9	12	12.833
2	10	7	12.833
2	10	8	12.833
2	10	9	12.833
2	10	10	12.833
2	10	11	12.833
2	10	12	12.833
2	10	13	12.833
2	11	8	12.833
2	11	9	12.833
2	11	10	12.833
2	11	11	12.833
2	11	12	12.833
2	12	8	12.833
2	12	9	12.833
2	12	10	12.833
2	12	11	12.833
2	12	12	12.833
2	13	10	12.833
2	10	10	13.833
