15	1	2	0	6	8	3.125
16	1	2	0	6	9	3.125
17	1	2	0	6	10	3.125
18	1	2	0	6	11	3.125
19	1	2	0	6	12	3.125
25	1	2	0	7	7	3.125
26	1	2	0	7	8	3.125
27	1	2	0	7	9	3.125
28	1	2	0	7	10	3.125
29	1	2	0	7	11	3.125
30	1	2	0	7	12	3.125
31	1	2	0	7	13	3.125
35	1	2	0	8	6	3.125
36	1	2	0	8	7	3.125
37	1	2	0	8	8	3.125
38	1	2	0	8	9	3.125
39	1	2	0	8	10	3.125
40	1	2	0	8	11	3.125
41	1	2	0	8	12	3.125
42	1	2	0	8	13	3.125
43	1	2	0	8	14	3.125
46	1	2	0	9	6	3.125
47	1	2	0	9	7	3.125
48	1	2	0	9	8	3.125
49	1	2	0	9	9	3.125
50	1	2	0	9	10	3.125
51	1	2	0	9	11	3.125
52	1	2	0	9	12	3.125
53	1	2	0	9	13	3.125
54	1	2	0	9	14	3.125
57	1	2	0	10	6	3.125
58	1	2	0	10	7	3.125
59	1	2	0	10	8	3.125
60	1	2	0	10	9	3.125
61	1	2	0	10	10	3.125
62	1	2	0	10	11	3.125
63	1	2	0	10	12	3.125
64	1	2	0	10	13	3.125
65	1	2	0	10	14	3.125
68	1	2	0	11	6	3.125
69	1	2	0	11	7	3.125
70	1	2	0	11	8	3.125
71	1	2	0	11	9	3.125
72	1	2	0	11	10	3.125
73	1	2	0	11	11	3.125
74	1	2	0	11	12	3.125
75	1	2	0	11	13	3.125
76	1	2	0	11	14	3.125
79	1	2	0	12	6	3.125
80	1	2	0	12	7	3.125
81	1	2	0	12	8	3.125
82	1	2	0	12	9	3.125
83	1	2	0	12	10	3.125
84	1	2	0	12	11	3.125
85	1	2	0	12	12	3.125
86	1	2	0	12	13	3.125
87	1	2	0	12	14	3.125
91	1	2	0	13	7	3.125
92	1	2	0	13	8	3.125
93	1	2	0	13	9	3.125
94	1	2	0	13	10	3.125
95	1	2	0	13	11	3.125
96	1	2	0	13	12	3.125
97	1	2	0	13	13	3.125
103	1	2	0	14	8	3.125
104	1	2	0	14	9	3.125
105	1	2	0	14	10	3.125
106	1	2	0	14	11	3.125
107	1	2	0	14	12	3.125
125	1	2	0	5	8	4.125
126	1	2	0	5	9	4.125
127	1	2	0	5	10	4.125
128	1	2	0	5	11	4.125
129	1	2	0	5	12	4.125
134	1	2	0	6	6	4.125
135	1	2	0	6	7	4.125
136	1	3	0	6	8	4.125
137	1	3	0	6	9	4.125
138	1	3	0	6	10	4.125
139	1	3	0	6	11	4.125
140	1	3	0	6	12	4.125
141	1	2	0	6	13	4.125
142	1	2	0	6	14	4.125
145	1	2	0	7	6	4.125
146	1	3	0	7	7	4.125
147	1	3	0	7	8	4.125
148	1	3	0	7	9	4.125
149	1	3	0	7	10	4.125
150	1	3	0	7	11	4.125
151	1	3	0	7	12	4.125
152	1	3	0	7	13	4.125
153	1	2	0	7	14	4.125
155	1	2	0	8	5	4.125
156	1	3	0	8	6	4.125
157	1	3	0	8	7	4.125
158	1	3	0	8	8	4.125
159	1	3	0	8	9	4.125
160	1	3	0	8	10	4.125
161	1	3	0	8	11	4.125
162	1	3	0	8	12	4.125
163	1	3	0	8	13	4.125
164	1	3	0	8	14	4.125
165	1	2	0	8	15	4.125
166	1	2	0	9	5	4.125
167	1	3	0	9	6	4.125
168	1	3	0	9	7	4.125
169	1	3	0	9	8	4.125
170	1	3	0	9	9	4.125
171	1	3	0	9	10	4.125
172	1	3	0	9	11	4.125
173	1	3	0	9	12	4.125
174	1	3	0	9	13	4.125
175	1	3	0	9	14	4.125
176	1	2	0	9	15	4.125
177	1	2	0	10	5	4.125
178	1	3	0	10	6	4.125
179	1	3	0	10	7	4.125
180	1	3	0	10	8	4.125
181	1	3	0	10	9	4.125
182	1	3	0	10	10	4.125
183	1	3	0	10	11	4.125
184	1	3	0	10	12	4.125
185	1	3	0	10	13	4.125
186	1	3	0	10	14	4.125
187	1	2	0	10	15	4.125
188	1	2	0	11	5	4.125
189	1	3	0	11	6	4.125
190	1	3	0	11	7	4.125
191	1	3	0	11	8	4.125
192	1	3	0	11	9	4.125
193	1	3	0	11	10	4.125
194	1	3	0	11	11	4.125
195	1	3	0	11	12	4.125
196	1	3	0	11	13	4.125
197	1	3	0	11	14	4.125
198	1	2	0	11	15	4.125
199	1	2	0	12	5	4.125
200	1	3	0	12	6	4.125
201	1	3	0	12	7	4.125
202	1	3	0	12	8	4.125
203	1	3	0	12	9	4.125
204	1	3	0	12	10	4.125
205	1	3	0	12	11	4.125
206	1	3	0	12	12	4.125
207	1	3	0	12	13	4.125
208	1	3	0	12	14	4.125
209	1	2	0	12	15	4.125
211	1	2	0	13	6	4.125
212	1	3	0	13	7	4.125
213	1	3	0	13	8	4.125
214	1	3	0	13	9	4.125
215	1	3	0	13	10	4.125
216	1	3	0	13	11	4.125
217	1	3	0	13	12	4.125
218	1	3	0	13	13	4.125
219	1	2	0	13	14	4.125
222	1	2	0	14	6	4.125
223	1	2	0	14	7	4.125
224	1	3	0	14	8	4.125
225	1	3	0	14	9	4.125
226	1	3	0	14	10	4.125
227	1	3	0	14	11	4.125
228	1	3	0	14	12	4.125
229	1	2	0	14	13	4.125
230	1	2	0	14	14	4.125
235	1	2	0	15	8	4.125
236	1	2	0	15	9	4.125
237	1	2	0	15	10	4.125
238	1	2	0	15	11	4.125
239	1	2	0	15	12	4.125
245	1	2	0	5	7	5.125
246	1	2	0	5	8	5.125
247	1	2	0	5	9	5.125
248	1	2	0	5	10	5.125
249	1	2	0	5	11	5.125
250	1	2	0	5	12	5.125
251	1	2	0	5	13	5.125
255	1	2	0	6	6	5.125
256	1	3	0	6	7	5.125
257	1	3	0	6	8	5.125
258	1	3	0	6	9	5.125
259	1	3	0	6	10	5.125
260	1	3	0	6	11	5.125
261	1	3	0	6	12	5.125
262	1	3	0	6	13	5.125
263	1	2	0	6	14	5.125
265	1	2	0	7	5	5.125
266	1	3	0	7	6	5.125
267	1	3	0	7	7	5.125
268	1	3	0	7	8	5.125
269	1	3	0	7	9	5.125
270	1	3	0	7	10	5.125
271	1	3	0	7	11	5.125
272	1	3	0	7	12	5.125
273	1	3	0	7	13	5.125
274	1	3	0	7	14	5.125
275	1	2	0	7	15	5.125
276	1	2	0	8	5	5.125
277	1	3	0	8	6	5.125
278	1	3	0	8	7	5.125
279	1	3	0	8	8	5.125
280	1	3	0	8	9	5.125
281	1	3	0	8	10	5.125
282	1	3	0	8	11	5.125
283	1	3	0	8	12	5.125
284	1	3	0	8	13	5.125
285	1	3	0	8	14	5.125
286	1	2	0	8	15	5.125
287	1	2	0	9	5	5.125
288	1	3	0	9	6	5.125
289	1	3	0	9	7	5.125
290	1	3	0	9	8	5.125
291	1	3	0	9	9	5.125
292	1	3	0	9	10	5.125
293	1	3	0	9	11	5.125
294	1	3	0	9	12	5.125
295	1	3	0	9	13	5.125
296	1	3	0	9	14	5.125
297	1	2	0	9	15	5.125
298	1	2	0	10	5	5.125
299	1	3	0	10	6	5.125
300	1	3	0	10	7	5.125
301	1	3	0	10	8	5.125
302	1	3	0	10	9	5.125
303	1	3	0	10	10	5.125
304	1	3	0	10	11	5.125
305	1	3	0	10	12	5.125
306	1	3	0	10	13	5.125
307	1	3	0	10	14	5.125
308	1	2	0	10	15	5.125
309	1	2	0	11	5	5.125
310	1	3	0	11	6	5.125
311	1	3	0	11	7	5.125
312	1	3	0	11	8	5.125
313	1	3	0	11	9	5.125
314	1	3	0	11	10	5.125
315	1	3	0	11	11	5.125
316	1	3	0	11	12	5.125
317	1	3	0	11	13	5.125
318	1	3	0	11	14	5.125
319	1	2	0	11	15	5.125
320	1	2	0	12	5	5.125
321	1	3	0	12	6	5.125
322	1	3	0	12	7	5.125
323	1	3	0	12	8	5.125
324	1	3	0	12	9	5.125
325	1	3	0	12	10	5.125
326	1	3	0	12	11	5.125
327	1	3	0	12	12	5.125
328	1	3	0	12	13	5.125
329	1	3	0	12	14	5.125
330	1	2	0	12	15	5.125
331	1	2	0	13	5	5.125
332	1	3	0	13	6	5.125
333	1	3	0	13	7	5.125
334	1	3	0	13	8	5.125
335	1	3	0	13	9	5.125
336	1	3	0	13	10	5.125
337	1	3	0	13	11	5.125
338	1	3	0	13	12	5.125
339	1	3	0	13	13	5.125
340	1	3	0	13	14	5.125
341	1	2	0	13	15	5.125
343	1	2	0	14	6	5.125
344	1	3	0	14	7	5.125
345	1	3	0	14	8	5.125
346	1	3	0	14	9	5.125
347	1	3	0	14	10	5.125
348	1	3	0	14	11	5.125
349	1	3	0	14	12	5.125
350	1	3	0	14	13	5.125
351	1	2	0	14	14	5.125
355	1	2	0	15	7	5.125
356	1	2	0	15	8	5.125
357	1	2	0	15	9	5.125
358	1	2	0	15	10	5.125
359	1	2	0	15	11	5.125
360	1	2	0	15	12	5.125
361	1	2	0	15	13	5.125
365	1	2	0	5	6	6.125
366	1	2	0	5	7	6.125
367	1	2	0	5	8	6.125
368	1	2	0	5	9	6.125
369	1	2	0	5	10	6.125
370	1	2	0	5	11	6.125
371	1	2	0	5	12	6.125
372	1	2	0	5	13	6.125
373	1	2	0	5	14	6.125
375	1	2	0	6	5	6.125
376	1	3	0	6	6	6.125
377	1	3	0	6	7	6.125
378	1	3	0	6	8	6.125
379	1	3	0	6	9	6.125
380	1	3	0	6	10	6.125
381	1	3	0	6	11	6.125
382	1	3	0	6	12	6.125
383	1	3	0	6	13	6.125
384	1	3	0	6	14	6.125
385	1	2	0	6	15	6.125
386	1	2	0	7	5	6.125
387	1	3	0	7	6	6.125
388	1	3	0	7	7	6.125
389	1	3	0	7	8	6.125
390	1	3	0	7	9	6.125
391	1	3	0	7	10	6.125
392	1	3	0	7	11	6.125
393	1	3	0	7	12	6.125
394	1	3	0	7	13	6.125
395	1	3	0	7	14	6.125
396	1	2	0	7	15	6.125
397	1	2	0	8	5	6.125
398	1	3	0	8	6	6.125
399	1	3	0	8	7	6.125
400	1	3	0	8	8	6.125
401	1	3	0	8	9	6.125
402	1	3	0	8	10	6.125
403	1	3	0	8	11	6.125
404	1	3	0	8	12	6.125
405	1	3	0	8	13	6.125
406	1	3	0	8	14	6.125
407	1	2	0	8	15	6.125
408	1	2	0	9	5	6.125
409	1	3	0	9	6	6.125
410	1	3	0	9	7	6.125
411	1	3	0	9	8	6.125
412	1	3	0	9	9	6.125
413	1	3	0	9	10	6.125
414	1	3	0	9	11	6.125
415	1	3	0	9	12	6.125
416	1	3	0	9	13	6.125
417	1	3	0	9	14	6.125
418	1	2	0	9	15	6.125
419	1	2	0	10	5	6.125
420	1	3	0	10	6	6.125
421	1	3	0	10	7	6.125
422	1	3	0	10	8	6.125
423	1	3	0	10	9	6.125
424	1	3	0	10	10	6.125
425	1	3	0	10	11	6.125
426	1	3	0	10	12	6.125
427	1	3	0	10	13	6.125
428	1	3	0	10	14	6.125
429	1	2	0	10	15	6.125
430	1	2	0	11	5	6.125
431	1	3	0	11	6	6.125
432	1	3	0	11	7	6.125
433	1	3	0	11	8	6.125
434	1	3	0	11	9	6.125
435	1	3	0	11	10	6.125
436	1	3	0	11	11	6.125
437	1	3	0	11	12	6.125
438	1	3	0	11	13	6.125
439	1	3	0	11	14	6.125
440	1	2	0	11	15	6.125
441	1	2	0	12	5	6.125
442	1	3	0	12	6	6.125
443	1	3	0	12	7	6.125
444	1	3	0	12	8	6.125
445	1	3	0	12	9	6.125
446	1	3	0	12	10	6.125
447	1	3	0	12	11	6.125
448	1	3	0	12	12	6.125
449	1	3	0	12	13	6.125
450	1	3	0	12	14	6.125
451	1	2	0	12	15	6.125
452	1	2	0	13	5	6.125
453	1	3	0	13	6	6.125
454	1	3	0	13	7	6.125
455	1	3	0	13	8	6.125
456	1	3	0	13	9	6.125
457	1	3	0	13	10	6.125
