15	1	2	0	-4	-2	-5
16	1	2	0	-4	-1	-5
17	1	2	0	-4	0	-5
18	1	2	0	-4	1	-5
19	1	2	0	-4	2	-5
25	1	2	0	-3	-3	-5
26	1	2	0	-3	-2	-5
27	1	2	0	-3	-1	-5
28	1	2	0	-3	0	-5
29	1	2	0	-3	1	-5
30	1	2	0	-3	2	-5
31	1	2	0	-3	3	-5
35	1	2	0	-2	-4	-5
36	1	2	0	-2	-3	-5
37	1	2	0	-2	-2	-5
38	1	2	0	-2	-1	-5
39	1	2	0	-2	0	-5
40	1	2	0	-2	1	-5
41	1	2	0	-2	2	-5
42	1	2	0	-2	3	-5
43	1	2	0	-2	4	-5
46	1	2	0	-1	-4	-5
47	1	2	0	-1	-3	-5
48	1	2	0	-1	-2	-5
49	1	2	0	-1	-1	-5
50	1	2	0	-1	0	-5
51	1	2	0	-1	1	-5
52	1	2	0	-1	2	-5
53	1	2	0	-1	3	-5
54	1	2	0	-1	4	-5
57	1	2	0	0	-4	-5
58	1	2	0	0	-3	-5
59	1	2	0	0	-2	-5
60	1	2	0	0	-1	-5
61	1	2	0	0	0	-5
62	1	2	0	0	1	-5
63	1	2	0	0	2	-5
64	1	2	0	0	3	-5
65	1	2	0	0	4	-5
68	1	2	0	1	-4	-5
69	1	2	0	1	-3	-5
70	1	2	0	1	-2	-5
71	1	2	0	1	-1	-5
72	1	2	0	1	0	-5
73	1	2	0	1	1	-5
74	1	2	0	1	2	-5
75	1	2	0	1	3	-5
76	1	2	0	1	4	-5
79	1	2	0	2	-4	-5
80	1	2	0	2	-3	-5
81	1	2	0	2	-2	-5
82	1	2	0	2	-1	-5
83	1	2	0	2	0	-5
84	1	2	0	2	1	-5
85	1	2	0	2	2	-5
86	1	2	0	2	3	-5
87	1	2	0	2	4	-5
91	1	2	0	3	-3	-5
92	1	2	0	3	-2	-5
93	1	2	0	3	-1	-5
94	1	2	0	3	0	-5
95	1	2	0	3	1	-5
96	1	2	0	3	2	-5
97	1	2	0	3	3	-5
103	1	2	0	4	-2	-5
104	1	2	0	4	-1	-5
105	1	2	0	4	0	-5
106	1	2	0	4	1	-5
107	1	2	0	4	2	-5
125	1	2	0	-5	-2	-4
126	1	2	0	-5	-1	-4
127	1	2	0	-5	0	-4
128	1	2	0	-5	1	-4
129	1	2	0	-5	2	-4
134	1	2	0	-4	-4	-4
135	1	2	0	-4	-3	-4
136	1	3	0	-4	-2	-4
137	1	3	0	-4	-1	-4
138	1	3	0	-4	0	-4
139	1	3	0	-4	1	-4
140	1	3	0	-4	2	-4
141	1	2	0	-4	3	-4
142	1	2	0	-4	4	-4
145	1	2	0	-3	-4	-4
146	1	3	0	-3	-3	-4
147	1	3	0	-3	-2	-4
148	1	3	0	-3	-1	-4
149	1	3	0	-3	0	-4
